LAITHWAITE, SIR J. GILBERT	1951	1954	High Commissioner to Pakistan 	Q5561043
LAITHWAITE, SIR J. GILBERT	1955	1959	Permanent Under-Secretary for Commonwealth Relations 	Q5561043
LAMARQUE, WALTER G.	1960	1963	Deputy High Commissioner Enugu Nigeria 	
LAMARQUE, WALTER G.			Head of Africa Economic Department Commonwealth Relations Office 	
LAMARQUE, WALTER G.	1963	1964	Head of East Africa Economic Department Commonwealth Relations Office 	
LAMB, SIR ALBERT T. (ARCHIE)	1965	1968	Political Agent Abu Dhabi 	
LAMB, SIR ALBERT T. (ARCHIE)	1968	1970	Inspector 	
LAMB, SIR ALBERT T. (ARCHIE)	1970	1973	Home/Senior Inspector 	
LAMB, SIR ALBERT T. (ARCHIE)	1973	1974	Assistant Under-Secretary for Foreign and Commonwealth Affairs and Chief Inspector 	
LAMB, SIR ALBERT T. (ARCHIE)	1974	1977	Ambassador to Kuwait 	
LAMB, SIR ALBERT T. (ARCHIE)	1977	1981	Ambassador to Norway 	
LAMB, Rt. Hon. SIR FREDERICK J.	1811	1813	Secretary of Legation The Two Sicilies 	Q5498235
LAMB, Rt. Hon. SIR FREDERICK J.	1813	1815	Secretary of Embassy Austria 	Q5498235
LAMB, Rt. Hon. SIR FREDERICK J.	1815	1820	Minister to Bavaria 	Q5498235
LAMB, Rt. Hon. SIR FREDERICK J.	1820	1824	Minister to the German Confederation 	Q5498235
LAMB, Rt. Hon. SIR FREDERICK J.	1825	1828	Minister to Spain 	Q5498235
LAMB, Rt. Hon. SIR FREDERICK J.			Ambassador to Portugal 	Q5498235
LAMB, Rt. Hon. SIR FREDERICK J.	1831	1841	Ambassador to Austria 	Q5498235
LAMB, SIR HARRY HARLING	1907	1913	Consul-General Salonica 	
LAMB, SIR LIONEL H.	1951	1953	Charge d’Affaires China 	
LAMB, SIR LIONEL H.	1953	1955	Minister to Switzerland 	
LAMB, ROBIN D.	2001	2003	Counsellor and Deputy Head of Mission Kuwait 	
LAMB, ROBIN D.	2003	2006	Ambassador to Bahrain 	
LAMBERT, SIR ANTHONY E.	1949	1952	Counsellor Embassy Sweden 	
LAMBERT, SIR ANTHONY E.	1952	1958	Counsellor Embassy Greece 	
LAMBERT, SIR ANTHONY E.	1958	1960	Minister to Bulgaria 	
LAMBERT, SIR ANTHONY E.	1960	1963	Ambassador to Tunisia 	
LAMBERT, SIR ANTHONY E.	1963	1966	Ambassador to Finland 	
LAMBERT, SIR ANTHONY E.	1966	1970	Ambassador to Portugal 	
LAMBERT, SIR EDWARD T.	1949	1953	Consul-General Geneva 	
LAMBERT, SIR EDWARD T.	1953	1959	Consul-General Paris 	
LAMBERT, SIR JOHN H.	1964	1967	Counsellor and Head of Chancery Embassy Sweden 	
LAMBERT, SIR JOHN H.	1967	1970	Head of United Nations (Political) Department Foreign and Commonwealth Office 	
LAMBERT, SIR JOHN H.	1971	1974	Commercial Counsellor Austria 	
LAMBERT, SIR JOHN H.	1974	1977	Minister and Deputy Commandant British Sector Berlin 	
LAMBERT, SIR JOHN H.	1977	1981	Ambassador to Tunisia 	
LAMING, RICHARD V.	1943	1948	Commercial Counsellor the Netherlands 	
LAMONT, DONALD A.	1888	1991	Political Adviser and Head of Chancery British Military Government Berlin 	
LAMONT, DONALD A.	1991	1994	Ambassador to Uruguay 	
LAMONT, DONALD A.	1994	1997	Head of Republic of Ireland Department Foreign and Commonwealth Office 	
LAMONT, DONALD A.	1999	2002	Governor of the Falkland Islands 	
LAMONT, DONALD A.	2003	2006	Ambassador to Venezuela 	
LANDALE, RUSSELL T.	1969	1971	Consul-General Amsterdam 	
LANDSMAN, DAVID M.	2001	2003	Ambassador to Albania 	Q4271289
LANDSMAN, DAVID M.	2003	2006	Head of Counter-Proliferation Department Foreign and Commonwealth Office 	Q4271289
LANDSMAN, DAVID M.	2009	2013	Ambassador to Greece 	Q4271289
LANE, DAVID N.	1971	1972	Counsellor U.K. Delegation to the United Nations Organization 	
LANE, DAVID N.	1972	1974	Head of Information Administration Department Foreign and Commonwealth Office 	
LANE, DAVID N.	1975	1978	Counsellor Embassy Turkey 	
LANE, DAVID N.	1980	1985	High Commissioner to Trinidad and Tobago 	
LANE, DAVID N.	1985	1988	Ambassador to the Holy See 	
LANGLEY, SIR WALTER L.F.G.	1902	1907	Senior Clerk Far East Department Foreign Office 	Q56808136
LANGLEY, SIR WALTER L.F.G.	1907	1918	Assistant Under-Secretary for Foreign Affairs 	Q56808136
LANGRIDGE, RICHARD J.	1976	1979	Inspector 	Q56808137
LANGRIDGE, RICHARD J.	1980	1984	Ambassador to Madagascar 	Q56808137
LANGRIDGE, RICHARD J.	1985	1989	Deputy High Commissioner Sir Lanka 	Q56808137
LANGRIDGE, RICHARD J.	1990	1992	Consul-General Bordeaux 	Q56808137
LANKFORD, GRAHAM	1980	1983	Deputy High Commissioner Guyana 	
LAPSLEY, ANGUS C.W.	2006	2010	Counsellor (Political) U.K. Permanent Representation to European Union 	
LAPSLEY, ANGUS C.W.	2010	2012	Director Americas Foreign and Commonwealth Office 	
LAPSLEY, ANGUS C.W.	2012	2015	Director European and Global Issues Cabinet Office 	
LAPSLEY, ANGUS C.W.	2015	2017	Permanent Representative Political and Security Committee European Union 	
LAPSLEY, ANGUS C.W.			Director Defence and International Security Foreign and Commonwealth Office 	
LARCOM, ARTHUR	1899	1910	Senior Clerk American Department Foreign Office 	
LARKINS, LAURENCE B.S.	1945	1948	CommercialCounsellor Chile	
LARKINS, LAURENCE B.S.	1948	1951	Commercial Counsellor the Netherlands 	
LARMOUR, SIR EDWARD N. (NICK)	1958	1959	Head of Malaya Department Foreign and Commonwealth Office 	
LARMOUR, SIR EDWARD N. (NICK)	1959	1961	Head of Establishment/Personnel Department Commonwealth Relations Office 	
LARMOUR, SIR EDWARD N. (NICK)	1961	1964	Counsellor High Commission Australia 	
LARMOUR, SIR EDWARD N. (NICK)	1964	1967	Deputy High Commissioner Nigeria 	
LARMOUR, SIR EDWARD N. (NICK)	1968	1970	Assistant Under-Secretary for Foreign and Commonwealth Affairs and Deputy Chief of Administration 	
LARMOUR, SIR EDWARD N. (NICK)	1970	1973	High Commissioner to Jamaica 	
LARMOUR, SIR EDWARD N. (NICK)	1973	1975	Assistant Under-Secretary for Foreign and Commonwealth Affairs (Dependent Territories) 	
LARMOUR, SIR EDWARD N. (NICK)	1975	1976	Deputy Under-Secretary for Foreign and Commonwealth Affairs (Dependent Territories) 	
LASCELLES, SIR DANIEL W.	1943	1944	Counsellor Legation Syria 	
LASCELLES, SIR DANIEL W.	1944	1945	Counsellor Embassy Iran 	
LASCELLES, SIR DANIEL W.	1945	1947	Minister Greece 	
LASCELLES, SIR DANIEL W.	1947	1948	Head of the Egyptian Department Foreign Office 	
LASCELLES, SIR DANIEL W.	1948	1951	Minister/Ambassador to Ethiopia 	
LASCELLES, SIR DANIEL W.	1953	1957	Ambassador to Afghanistan 	
LASCELLES, SIR DANIEL W.	1957	1959	Ambassador to Japan 	
LASCELLES, Rt. Hon. SIR FRANK C.	1879	1887	Agent and Consul-General Bulgaria 	
LASCELLES, Rt. Hon. SIR FRANK C.	1887	1891	Minister to Romania 	
LASCELLES, Rt. Hon. SIR FRANK C.	1891	1894	Minister to Persia 	
LASCELLES, Rt. Hon. SIR FRANK C.	1894	1895	Ambassador to Russia 	
LASCELLES, Rt. Hon. SIR FRANK C.	1895	1908	Ambassador to Germany 	
LASKEY, SIR DENIS S.	1956	1959	Principal Private Secretary to the Foreign Secretary 	Q15637697
LASKEY, SIR DENIS S.	1960	1963	Minister Italy 	Q15637697
LASKEY, SIR DENIS S.	1964	1967	Assistant Under-Secretary (Foreign Affairs) Cabinet Office 	Q15637697
LASKEY, SIR DENIS S.	1967	1968	Minister Federal Republic of Germany 	Q15637697
LASKEY, SIR DENIS S.	1969	1971	Ambassador to Romania 	Q15637697
LASKEY, SIR DENIS S.	1972	1975	Ambassador to Austria 	Q15637697
LATTA, NICHOLAS K.	2010	2011	Counsellor and Deputy Head of Mission Libya 	
LAURENCE, SIR PETER H.	1966	1967	Head of Personnel (Training and General) Department Foreign and Commonwealth Office 	
LAURENCE, SIR PETER H.	1967	1969	Political Adviser and Head of Chancery British Sector Berlin 	
LAURENCE, SIR PETER H.	1970	1974	Commercial Counsellor France 	
LAURENCE, SIR PETER H.	1974	1978	Assistant Under-Secretary for Foreign and Commonwealth Affairs and Chief Inspector 	
LAURENCE, SIR PETER H.	1980	1983	Ambassador to Turkey 	
LAVER, PATRICK M.	1973	1974	Economic Counsellor South Africa 	
LAVER, PATRICK M.	1975	1978	Head of Rhodesia Department Foreign and Commonwealth Office 	
LAVER, PATRICK M.	1979	1980	Counsellor and Head of Chancery Embassy France 	
LAVER, PATRICK M.	1980	1983	Director of Research Foreign and Commonwealth Office	
LAVER, WILLIAM S.	1951	1952	Politicial Agent Bahrain 	
LAVER, WILLIAM S.	1954	1958	Economic Counsellor Yugoslavia 	
LAVER, WILLIAM S.	1958	1962	Commercial Counsellor Norway 	
LAVER, WILLIAM S.	1962	1966	 Ambassador to the Central African Republic Gabon and Chad and to the Republic of the Congo 1962-1965	
LAVERS, RICHARD D.	1990	1993	Counsellor and Deputy Head of Mission Chile 	
LAVERS, RICHARD D.	1993	1997	Ambassador to Ecuador 	
LAVERS, RICHARD D.	1997	1999	Head of Permanent Under-Secretary’s Department Foreign and Commonwealth Office 	
LAVERS, RICHARD D.	1999	2001	Head of Research Analysts Foreign and Commonwealth Office 	
LAVERS, RICHARD D.	2001	2006	Ambassador to Guatemala to El Salvador 2003-2006 and to Honduras 2004-2006	
LAW, SIR W. ALGERNON	1902	1912	Senior Clerk Commercial and Sanitary Department Foreign Office 	
LAW, SIR W. ALGERNON	1912	1914	Controller of Commercial and Consular Affairs Foreign Office 	
LAW, SIR W. ALGERNON	1914	1916	Assistant Under-Secretary for Foreign Affairs 	
LAWFORD, VALENTINE G.	1946	1949	Counsellor U.K. Delegation United Nations Organization 	Q40701732
LAWFORD, VALENTINE G.	1949	1950	Counsellor Embassy Iran 	Q40701732
LAWRENCE, CHRISTIAN W.	1879	1883	Secretary of Legation Sweden 	
LAWRENCE, CHRISTIAN W.	1883	1890	Minister Resident Ecuador 	
LAWRENCE, CLAIRE			Ambassador to Lithuania 	Q56808134
LAXTON, ROWAN J.	2002	2003	Counsellor and Deputy Head of Mission Afghanistan 	
LAXTON, ROWAN J.			High Commissioner to Cameroon 	
LAYARD, Rt. Hon. Sir A. HENRY	1869	1877	Minister to Spain 	
LAYARD, Rt. Hon. Sir A. HENRY	1877	1880	Ambassador to Turkey 	
LAYARD, RAYMOND DE B. M.	1909	1913	Consul-General Kobe 	
LAYDEN, ANTHONY M.	1987	1991	Counsellor and Head of Chancery Embassy Oman 	
LAYDEN, ANTHONY M.	1991	1995	Ecnomic and Commercial Counsellor Denmark and Deputy Head of Mission 1994-1995	
LAYDEN, ANTHONY M.	1995	1998	Head of Western Europe Department Foreign and Commonwealth Office 	
LAYDEN, ANTHONY M.	1999	2002	Ambassador to Morocco 	
LAYDEN, ANTHONY M.	2002	2006	Ambassador to Libya 	
LEACH, KATHERINE J.	2012	2015	Joint Ambassador to Armenia 	
LEADBITTER, JASPER M.	1964	1966	Consul-General Berlin 	
LEADBITTER, JASPER M.	1969	1973	Consul-General Hanover 	
LEAHY, SIR JOHN H.G.	1969	1970	Head of Personnel Services Department Foreign and Commonwealth Office 	
LEAHY, SIR JOHN H.G.	1971	1973	Head of News Department Foreign and Commonwealth Office 	
LEAHY, SIR JOHN H.G.	1973	1975	Counsellor and Head of Chancery Embassy France 	
LEAHY, SIR JOHN H.G.	1975	1976	Assistant Under-Secretary Northern Ireland Office 	
LEAHY, SIR JOHN H.G.	1977	1979	Assistant Under-Secretary for Foreign and Commonwealth Affairs (Culture and Information) 	
LEAHY, SIR JOHN H.G.	1979	1982	Ambassador to South Africa 	
LEAHY, SIR JOHN H.G.	1982	1984	Deputy Under-Secretary for Foreign and Commonwealth Affairs (Africa and the Middle East) 	
LEAHY, SIR JOHN H.G.	1984	1988	High Commissioner to Australia 	
LEAKE, NICHOLAS H.	2010	2014	High Commissioner to Mauritius 	
LEAKE, NICHOLAS H.			Counsellor (Economic) Embassy Germany 	
LEAY, FREDERICK P.	1908	1919	Consul-General Boston 	
LE BRETON, DAVID F.B.	1974	1978	Commissioner Anguilla 	Q56808133
LE BRETON, DAVID F.B.	1978	1981	Counsellor and Head of Chancery Kenya 	Q56808133
LE BRETON, DAVID F.B.	1981	1984	High Commissioner to Gambia 	Q56808133
LE BRETON, DAVID F.B.	1984	1986	Head of Commonwealth Co-ordination Department Foreign and Commonwealth Office 	Q56808133
LE BRETON, DAVID F.B.	1986	1987	Head of Treaty and Nationality Department Foreign and Commonwealth Office 	Q56808133
LE BRETON, PAUL J.W.	1990	1991	Deputy High Commissioner Singapore 	
LECHE, SIR JOHN H.	1933	1937	Counsellor Embassy Argentina 	
LECHE, SIR JOHN H.			Counsellor Embassy Spain 	
LECHE, SIR JOHN H.	1937	1939	Minister Spain 	
LECHE, SIR JOHN H.	1939	1945	Minister to the Central American Republics 	
LECHE, SIR JOHN H.	1945	1949	Ambassador to Chile 	
LEDGER, CLAUDE K.			Consul-General Strasbourg 	
LEDGER, CLAUDE K.	1940	1944	Consul-General Lourenco Marques 	
LEDGER, CLAUDE K.	1944	1946	Consul-General Leopoldville 	
LEDGER, CLAUDE K.	1946	1948	Consul-General Strasbourg 	
LEDWARD, RICHARD T.D.	1955	1956	Counsellor Embassy Japan 	
LEDWARD, RICHARD T.D.	1956	1959	Political Adviser Hong Kong 	
LEDWARD, RICHARD T.D.	1960	1963	Counsellor Embassy U.S.A. 	
LEDWIDGE, SIR W. BERNARD J.	1959	1961	Counsellor/Political Adviser Berlin 	
LEDWIDGE, SIR W. BERNARD J.	1963	1965	Head of Western Department Foreign Office 	
LEDWIDGE, SIR W. BERNARD J.	1965	1969	Minister France 	
LEDWIDGE, SIR W. BERNARD J.	1969	1972	Ambassador to Finland 	
LEDWIDGE, SIR W. BERNARD J.	1972	1975	Ambassador to Israel 	
LEE, CECIL G.A.	1943	1945	Consul-General Seville 	
LEE, CECIL G.A.	1945	1947	Consul-General Gothenburg 	
LEE, CECIL G.A.	1951	1952	Consul-General Rio de Janeiro 	
LEE, GEORGE R.	1978	1983	Counsellor and Head of Chancery Embassy Switzerland 	
LEECH, SIR STEPHEN	1904	1905	Secretary of Legation Denmark 	
LEECH, SIR STEPHEN	1905	1907	Secretary of Legation Norway 	
LEECH, SIR STEPHEN	1907	1909	Secretary of Legation (Counsellor) China 	
LEECH, SIR STEPHEN	1909	1919	Minister to Cuba 	
LEELAND, JOHN R.	1984	1987	Inspector 	
LEELAND, JOHN R.	1987	1990	Counsellor (Administration) U.K. Delegation to the United Nations Organization New York 	
LEEPER, A.W. ALLEN	1933	1935	Head of the League of Nations and Western Department Foreign Office 	Q1338731
LEEPER, SIR REGINALD W.A.	1935	1939	Head of the News Department Foreign Office 	Q7308786
LEEPER, SIR REGINALD W.A.	1938	1941	Head of the Political Intelligence Department Foreign Office 	Q7308786
LEEPER, SIR REGINALD W.A.	1940	1943	Assistant Under-Secretary for Foreign Affairs 	Q7308786
LEEPER, SIR REGINALD W.A.	1941	1943	Director Political Warfare Executive 	Q7308786
LEEPER, SIR REGINALD W.A.	1943	1946	Ambassador to Greece 	Q7308786
LEEPER, SIR REGINALD W.A.	1946	1948	Ambassador to Argentina 	Q7308786
LEISHMAN, FREDERICK J.	1961	1962	Consul-General Hamburg 	
le JEUNE D’ALLEGEERSHECQUE, SUSAN J.	1999	2002	Counsellor and Deputy Head of Mission Venezuela 	Q22582415
le JEUNE D’ALLEGEERSHECQUE, SUSAN J.	2002	2005	Counsellor and Deputy Head of Mission Colombia 	Q22582415
le JEUNE D’ALLEGEERSHECQUE, SUSAN J.	2005	2007	Consul-General Washington 	Q22582415
le JEUNE D’ALLEGEERSHECQUE, SUSAN J.	2007	2011	Director Human Resources Foreign and Commonwealth Office 	Q22582415
le JEUNE D’ALLEGEERSHECQUE, SUSAN J.	2012	2016	Ambassador to Austria and Permanent Representative to the United Nations Organizations Vienna 	Q22582415
le JEUNE D’ALLEGEERSHECQUE, SUSAN J.			High Commissioner to Canada 	Q22582415
LELLO, W.B. (BARRY)	1984	1988	Commercial Counsellor Egypt 	
LENOX-CONYNGHAM, GEORGE W.	1834	1841	Senior Clerk and Superintendant of Treaty Department Foreign Office 	
LENOX-CONYNGHAM, GEORGE W.	1841	1866	Chief Clerk Foreign Office 	
LE QUESNE, SIR C. MARTIN	1960	1964	Charge d’Affaires/Ambassador to Mali 	Q16016197
LE QUESNE, SIR C. MARTIN	1964	1968	Head of West and Central Africa Department Foreign Office 	Q16016197
LE QUESNE, SIR C. MARTIN	1968	1971	Ambassador to Algeria 	Q16016197
LE QUESNE, SIR C. MARTIN	1971	1974	Deputy Under-Secretary for Foreign and Commonwealth Affairs (Africa) 	Q16016197
LE QUESNE, SIR C. MARTIN	1974	1976	High Commissioner to Nigeria 	Q16016197
LE ROUGETEL, SIR JOHN H.	1940	1941	Counsellor Embassy U.S.S.R. 	Q18109092
LE ROUGETEL, SIR JOHN H.	1941	1942	Counsellor Embassy China 	Q18109092
LE ROUGETEL, SIR JOHN H.	1942	1944	Head of the General Department Foreign Office 	Q18109092
LE ROUGETEL, SIR JOHN H.	1944	1946	Political Representative to Romania 	Q18109092
LE ROUGETEL, SIR JOHN H.	1946	1950	Ambassador to Iran 	Q18109092
LE ROUGETEL, SIR JOHN H.	1950	1951	Ambassador to Belgium 	Q18109092
LE ROUGETEL, SIR JOHN H.	1951	1955	High Commissioner to South Africa 	Q18109092
LESLIE, DAME A. MARIOT	1992	1993	Head of Environment Science and Energy Department Foreign and Commonwealth Office 	
LESLIE, DAME A. MARIOT	1996	1998	Head of Policy Planning Staff Foreign and Commonwealth Office 	
LESLIE, DAME A. MARIOT	1998	2001	Minister Italy 	
LESLIE, DAME A. MARIOT	2002	2006	Ambassador to Norway 	
LESLIE, DAME A. MARIOT	2006	2007	Director Defence and Strategic Threats Foreign and Commonwealth Office 	
LESLIE, DAME A. MARIOT	2007	2010	Director-General Defence and Intelligence Foreign and Commonwealth Office 	
LESLIE, DAME A. MARIOT	2010	2014	Permanent Representative to N.A.T.O. 	
LESLIE, EDWARD H.J.	1918		Head of the Contraband Department Foreign Office 	
L’ESTRANGE, LAURENCE P.F.	1967	1969	Commercial Counsellor Nigeria 	
L’ESTRANGE, LAURENCE P.F.	1969	1972	Ambassador to Honduras 	
LE TOCQ, ERIC G.	1961	1962	Head of Central African Department Commonwealth Relations Office 	
LE TOCQ, ERIC G.	1962	1964	Deputy High Commissioner Uganda 	
LE TOCQ, ERIC G.	1964	1967	Counsellor and Head of Chancery High Commission Australia 	
LE TOCQ, ERIC G.			Head of Atlantic Department Commonwealth Office 	
LE TOCQ, ERIC G.	1968	1971	Head of East African Department Foreign and Commonwealth Office 	
LE TOCQ, ERIC G.	1971	1975	High Commissioner to Swaziland 	
LE TOCQ, ERIC G.	1975	1978	Brtish Government Representative in the West Indies Associated States 	
LETTSOM, WILLIAM G.	1854	1855	Secretary of Legation Mexico 	
LETTSOM, WILLIAM G.	1855	1858	Charge d’Affaires Mexico 	
LETTSOM, WILLIAM G.			Charge d’Affaires Bolivia (did not proceed)	
LETTSOM, WILLIAM G.	1859	1869	Charge d’Affaires Uruguay 	
LEVER, GILES	2011	2014	Deputy High Commissioner Nigeria 	
LEVER, GILES			Ambassador to Vietnam 	
LEVER, SIR PAUL	1981	1985	Chef du Cabinet to Vice-President of European Community Commission 	Q16873052
LEVER, SIR PAUL	1985	1986	Head of United Nations Department Foreign and Commonwealth Office 	Q16873052
LEVER, SIR PAUL	1986	1987	Head of Defence Department Foreign and Commonwealth Office 	Q16873052
LEVER, SIR PAUL	1987	1990	Head of Security Policy Department Foreign and Commonwealth Office 	Q16873052
LEVER, SIR PAUL	1990	1992	Head of U.K. Delegation to Conventional Arms Control Negotiations 	Q16873052
LEVER, SIR PAUL	1992	1994	Assistant Under-Secretary for Foreign and Commonwealth Affairs (Defence) 	Q16873052
LEVER, SIR PAUL	1994	1996	Deputy Secretary (Overseas and Defence) and Chairman Joint Intelligence Committee Cabinet Office 	Q16873052
LEVER, SIR PAUL	1996	1997	Deputy Under-Secretary for Foreign and Commonwealth Affairs (European Union and Economic) 	Q16873052
LEVER, SIR PAUL	1997	2000	Ambassador to Germany 	Q16873052
LEVER, SIMON J.	2001	2004	Consul-General Marseilles 	
LEVESON-GOWER, ARTHUR F.G.	1895	1898	Secretary of Legation Greece 	
LEVESON-GOWER, ARTHUR F.G.	1898	1905	Secretary of Legation the Netherlands 	
LEVI, ANDREW P.R.	2003	2004	Head of Aviation Maritime and Energy Department Foreign and Commonwealth Office 	
LEVI, ANDREW P.R.	2005	2007	Counsellor (Economic) Russia 	
LEWEN, JOHN H.	1967	1970	Consul-General Jerusalem 	
LEWEN, JOHN H.	1970	1973	Inspector 	
LEWEN, JOHN H.	1975	1979	Ambassador to Mozambique 	
LEWINGTON, RICHARD G.	1999	2002	Ambassador to Kazakhstan and Kyrgyzstan 	
LEWINGTON, RICHARD G.	2003	2006	Ambassador to Ecuador 	
LEWIS, ANN W.	1996	2000	Head of Cultural Relations Department Foreign and Commonwealth Office 	
LEWIS, ERNEST G. (TOBY)	1971	1975	Governor of the Falkland Islands 	
LEWIS, ERNEST G. (TOBY)	1975	1977	Head of Gibraltar and General Department Foreign and Commonwealth Office 	
LEWIS, IAN R.	1998		Consul-General Bilbao 	
LEWIS, TREVOR J.	2007	2011	Counsellor ( Commercial) Malaysia 	
LEWIS, TREVOR J.	2011	2015	Counsellor and Deputy Head of Mission Philippines 	
LEWTY, D.IAN	1987	1989	Counsellor and Head of Chancery Embassy Sudan 	
LEWTY, D.IAN	1989	1992	Inspector 	
LEWTY, D.IAN	1992	1995	Head of Migration and Visa Department Foreign and Commonwealth Office 	
LEWTY, D.IAN	1996	1999	Ambassador to Bahrain 	
LIDDELL, Rt. Hon. HELEN L.	2005	2009	High Commissioner to Australia 	Q334128
LIDDLE, AIDAN			Counsellor and Deputy Head of Mission Sweden 	
LIESCHING, SIR PERCIVALE	1936	1938	Official Secretary High Commission Australia 	
LIESCHING, SIR PERCIVALE	1939	1942	Assistant Under-Secretary for the Dominions 	
LIESCHING, SIR PERCIVALE	1942	1946	Second Secretary Board of Trade 	
LIESCHING, SIR PERCIVALE	1946	1948	Permanent Secretary Ministry of Food 	
LIESCHING, SIR PERCIVALE	1949	1955	Permanent Under-Secretary for Commonwealth Relations 	
LIESCHING, SIR PERCIVALE	1955	1958	High Commissioner to South Africa 	
LIFE, VIVIEN F.	2010	2012	Head of Climate Change and Energy Department Foreign and Commonwealth Office 	
LIFE, VIVIEN F.	2012	2016	Ambassador to Denmark 	
LILLIE, STEPHEN	2003	2006	Commercial Counsellor India 	Q1378549
LILLIE, STEPHEN			Head of Far Eastern Group Foreign and Commonwealth Office 2009	Q1378549
LILLIE, STEPHEN	2009	2013	Ambassador to the Philippines 	Q1378549
LILLIE, STEPHEN	2013	2017	Director Asia Pacific Foreign and Commonwealth Office 	Q1378549
LILLIE, STEPHEN			High Commissioner to Cyprus 	Q1378549
LINCOLN, SIR ANTHONY H.	1950	1952	Head of German General Economic Department Foreign Office 	
LINCOLN, SIR ANTHONY H.	1955	1958	Counsellor and Head of Chancery Embassy Denmark 	
LINCOLN, SIR ANTHONY H.	1958	1960	Ambassador to Laos 	
LINCOLN, SIR ANTHONY H.	1960	1964	Minister to Bulgaria 	
LINCOLN, SIR ANTHONY H.	1964	1969	Ambassador to Venezuela 	
LINDLEY, Rt. Hon. SIR FRANCIS O.	1912	1915	Secretary of Legation Norway 	
LINDLEY, Rt. Hon. SIR FRANCIS O.	1915	1918	Counsellor Embassy Russia 	
LINDLEY, Rt. Hon. SIR FRANCIS O.	1919	1921	High Commissioner/Minister to Austria 	
LINDLEY, Rt. Hon. SIR FRANCIS O.	1921	1922	Minister to Greece 	
LINDLEY, Rt. Hon. SIR FRANCIS O.	1923	1929	Minister to Norway 	
LINDLEY, Rt. Hon. SIR FRANCIS O.	1929	1931	Ambassador to Portugal 	
LINDLEY, Rt. Hon. SIR FRANCIS O.	1931	1934	Ambassador to Japan 	
LINDSAY, IAIN F.	2003	2007	Counsellor and Deputy Head of Mission Romania 	
LINDSAY, IAIN F.	2011	2015	Ambassador to Bahrain 	
LINDSAY, IAIN F.			Ambassador to Hungary 	
LINDSAY, RICHARD F.	2014	2016	Head of Security Policy Department Foreign and Commonwealth Office 	
LINDSAY, RICHARD F.			High Commissioner to Brunei 	
LINDSAY, RICHARD F.			 Brunei 	
LINDSAY, Rt. Hon. SIR RONALD C.	1911	1913	Secretary of Legation the Netherlands 	
LINDSAY, Rt. Hon. SIR RONALD C.	1919	1920	Counsellor Embassy U.S.A. 	
LINDSAY, Rt. Hon. SIR RONALD C.	1920	1921	Minister France 	
LINDSAY, Rt. Hon. SIR RONALD C.	1921	1924	Assistant Under-Secretary for Foreign Affairs 	
LINDSAY, Rt. Hon. SIR RONALD C.	1924	1926	High Commissioner/Ambassador to Turkey 	
LINDSAY, Rt. Hon. SIR RONALD C.	1926	1928	Ambassador to Germany 	
LINDSAY, Rt. Hon. SIR RONALD C.	1928	1930	Permanent Under-Secretary for Foreign Affairs 	
LINDSAY, Rt. Hon. SIR RONALD C.	1930	1939	Ambassador to the U.S.A. 	
LING, JEFFREY	1982	1986	Counsellor (Technology) Embassy France 	
LING, JEFFREY	1986	1989	Director of Research Foreign and Commonwealth Office 	
LING, JEFFREY	1989	1996	Assistant Under-Secretary for Foreign and Commonwealth Affairs and Director of Communications and Technical Services/Information Systems 	
LING, JEFFREY	1996	1999	Consul-General New York 	
LING, NORMAN A.	1993	1997	Counsellor and Deputy Head of Mission Turkey 	
LING, NORMAN A.	1997	2001	Head of Aviation Maritime Science and Energy Department Foreign and Commonwealth Office 	
LING, NORMAN A.	2001	2004	High Commissioner to Malawi 	
LING, NORMAN A.	2007	2011	Ambassador to Ethiopia 	
LINGEMAN, ERIC R.	1945	1946	Commercial Counsellor Greece 	
LINGEMAN, ERIC R.	1946	1947	Commercial Counsellor Turkey 	
LINGEMAN, ERIC R.	1949	1950	Minister (Commercial) Japan 	
LINGEMAN, ERIC R.	1950	1951	Minister (Commercial) Italy 	
LINGEMAN, ERIC R.	1951	1953	Ambassador to Afghanistan 	
LINGEMAN, ERIC R.	1953	1955	Ambassador to Uruguay 	
LINGHAM, Brigadier JOHN	1952	1954	Consul-General Dusseldorf 	
LINK, JOAN I.	1996	2001	Head of Services Planning and Resource/General Services Management Department/Resource Management Group Foreign and Commonwealth Office 	
LINK, JOAN I.	2004	2007	Head of Conflict Issues Group Foreign and Commonwealth Office 	
LINTON, ALAN H.S.	1975	1976	Deputy High Commissioner Jamaica 	
LINTON, ALAN H.S.	1976	1979	Consul-General Detroit 	
LINTOTT, SIR HENRY	1956	1963	Deputy Under-Secretary for Commonwealth Relations 	
LINTOTT, SIR HENRY	1963	1968	High Commissioner to Canada 	
LISTER, Hon. SIR REGINALD	1902	1904	Secretary of Legation Denmark 	
LISTER, Hon. SIR REGINALD	1904	1905	Secretary of Embassy (Counsellor) Italy 	
LISTER, Hon. SIR REGINALD	1905	1906	Secretary of Embassy (Counsellor) France 	
LISTER, Hon. SIR REGINALD	1906	1908	Minister Embassy France 	
LISTER, Hon. SIR REGINALD	1908	1912	Minister to Morocco 	
LISTER, SIR T. VILLIERS	1857	1858	Private Secretary to the Foreign Secretary 1865-1866 and 1868-1870	
LISTER, SIR T. VILLIERS	1872	1873	Senior Clerk Spanish Department Foreign Office 	
